lambda_start_frac,lambda_block_cca,seed,dimension,run_dir,saved_checkpoint_epoch,checkpoint_selection,checkpoint_lambda_scale,checkpoint_regularization_lambda,embedding_val_zeta,mean_val_zeta,embedding_whole_val_regularization_raw,train_log,finetune_log,finetune_metrics,frozen_decoder_feature_layer,frozen_decoder_feature_dim,frozen_decoder_rmse_x,frozen_decoder_rmse_y,frozen_decoder_rmse_mean,frozen_decoder_r2_x,frozen_decoder_r2_y,frozen_decoder_r2_mean,finetuned_decoder_feature_layer,finetuned_decoder_feature_dim,finetuned_decoder_rmse_x,finetuned_decoder_rmse_y,finetuned_decoder_rmse_mean,finetuned_decoder_r2_x,finetuned_decoder_r2_y,finetuned_decoder_r2_mean
1.0,0.5,0,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_170308_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s0,47,best_val_mean_plane_zeta,1.000000,0.5,0.43975433707237244,0.4786302745,0.262781,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s0_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s0_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_170308_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s0/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,76.00086212158203,82.68563842773438,79.41445922851562,0.9123099446296692,0.8725345134735107,0.8924221992492676,hidden,512,69.72818756103516,76.22225952148438,73.04817199707031,0.9261875152587891,0.8916831016540527,0.9089353084564209
1.0,0.5,1,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_170634_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s1,49,best_val_mean_plane_zeta,1.000000,0.5,0.4476284252272712,0.501013875,0.259356,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s1_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s1_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_170634_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s1/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,77.25285339355469,81.75434112548828,79.53634643554688,0.906043529510498,0.8727077841758728,0.8893756866455078,hidden,512,72.43891143798828,75.46792602539062,73.96963500976562,0.9173883199691772,0.8915311694145203,0.9044597148895264
1.0,0.5,2,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_171001_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s2,38,best_val_mean_plane_zeta,1.000000,0.5,0.45432692103915745,0.4975481927,0.271904,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s2_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s2_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_171001_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s2/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,74.37589263916016,82.19892120361328,78.38570404052734,0.9125807285308838,0.8702669739723206,0.8914238214492798,hidden,512,68.22254943847656,74.34800720214844,71.3519287109375,0.926447331905365,0.8938654065132141,0.9101563692092896
1.0,0.5,3,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_171329_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s3,86,best_val_mean_plane_zeta,1.000000,0.5,0.4635683596134186,0.4996013045,0.216439,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s3_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s3_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_171329_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s3/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,75.43919372558594,80.11380004882812,77.81244659423828,0.9093570113182068,0.8817833662033081,0.8955701589584351,hidden,512,69.36715698242188,74.03231811523438,71.73851776123047,0.9233613014221191,0.8990498781204224,0.9112055897712708
1.0,0.5,4,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_171659_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s4,50,best_val_mean_plane_zeta,1.000000,0.5,0.44777968525886536,0.4906962514,0.248223,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s4_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca0p5_s4_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_171659_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca0.5_sig10.0_s4/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,75.04660034179688,82.03431701660156,78.61886596679688,0.9112657308578491,0.8722726106643677,0.8917691707611084,hidden,512,70.13538360595703,74.91300964355469,72.56450653076172,0.9224996566772461,0.8934857845306396,0.9079927206039429
1.0,1.0,0,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_172029_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,108,best_val_mean_plane_zeta,1.000000,1.0,0.45265888836648727,0.5007768273,0.125038,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s0_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s0_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_172029_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,74.42159271240234,80.13724517822266,77.33306121826172,0.9159164428710938,0.8802704215049744,0.8980934619903564,hidden,512,69.42762756347656,75.59656524658203,72.57835388183594,0.9268224239349365,0.8934541344642639,0.9101382493972778
1.0,1.0,1,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_172358_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,150,best_val_mean_plane_zeta,1.000000,1.0,0.44760573241445756,0.5000902414,0.111756,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s1_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s1_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_172358_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,76.04447174072266,79.01461029052734,77.54443359375,0.9089598655700684,0.8810964226722717,0.8950281143188477,hidden,512,70.5426025390625,74.01451110839844,72.30029296875,0.9216569662094116,0.8956688642501831,0.9086629152297974
1.0,1.0,2,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_172924_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,124,best_val_mean_plane_zeta,1.000000,1.0,0.4529387487305535,0.491833806,0.115363,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s2_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s2_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_172924_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,74.18693542480469,81.69635772705078,78.03256225585938,0.913024365901947,0.871848464012146,0.8924363851547241,hidden,512,68.3415298461914,74.54139709472656,71.50957489013672,0.9261905550956726,0.8933125734329224,0.9097515344619751
1.0,1.0,3,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_173453_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,100,best_val_mean_plane_zeta,1.000000,1.0,0.44605321023199296,0.4869042337,0.122690,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s3_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s3_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_173453_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,75.31755065917969,80.2330322265625,77.8148193359375,0.9096490740776062,0.8814312219619751,0.8955401182174683,hidden,512,69.7347183227539,74.4698715209961,72.14195251464844,0.9225469827651978,0.8978530764579773,0.9101999998092651
1.0,1.0,4,128,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_173819_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,149,best_val_mean_plane_zeta,1.000000,1.0,0.44146174523565507,0.4941964149,0.112638,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s4_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca1p0_s4_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_173819_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,75.44252014160156,80.15158081054688,77.83341979980469,0.9103269577026367,0.8780681490898132,0.8941975831985474,hidden,512,68.93698120117188,73.62273406982422,71.31913757324219,0.9251254796981812,0.8971233367919922,0.9111244082450867
